NO,sigungu,beonji,bonbeon,bubeon,dangi,class,area,cntr_ym,cntr_d,deposit,m_rent,floor,built_y,road_nm,cntr_prd,cntr_cls ,renew,pre_deposit,pre_m_rent
5046,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,월세,142.68,202312,13,2,000,240,6,1982,장문로 27,202402~202502,신규,-,,
5047,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,134.68,202312,15,40,000,300,1,1994,녹사평대로 254,202312~202512,신규,-,,
5048,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,149.53,202312,15,100,000,0,3,1994,녹사평대로 254,202401~202601,신규,-,,
5049,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,174.38,202312,15,80,000,0,12,1982,장문로 27,202401~202601,신규,-,,
5050,서울특별시 용산구 이태원동,198-16,198,16,마운틴뷰,월세,146.13,202312,18,450,450,3,1999,녹사평대로46길 84,202401~202601,신규,-,,
5051,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,106.12,202312,21,45,000,0,4,1982,장문로 27,202402~202602,신규,-,,
5052,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,59.92,202312,23,5,000,180,4,1994,녹사평대로 254,202403~202603,신규,-,,
5053,서울특별시 용산구 이태원동,669,669,0,용산동아파트,전세,44.76,202312,26,18,300,0,5,1969,녹사평대로 250-1,202401~202601,신규,-,,
5054,서울특별시 용산구 이태원동,669,669,0,용산동아파트,전세,44.76,202312,26,19,000,0,7,1969,녹사평대로 250-1,202401~202601,신규,-,,
5055,서울특별시 용산구 이태원동,669,669,0,용산동아파트,전세,44.76,202312,26,19,000,0,7,1969,녹사평대로 250-1,202402~202601,-,-,,
5056,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,59.92,202312,29,50,000,0,4,1994,녹사평대로 254,202312~202404,신규,-,,
5057,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,84.75,202312,29,60,000,0,5,1994,녹사평대로 254,-,갱신,-,57,000,0
5058,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,174.38,202312,29,100,000,0,11,1982,장문로 27,202403~202603,신규,-,,
5059,서울특별시 용산구 이태원동,253-7,253,7,어반메시남산,월세,51.862,202401,5,285,285,4,2021,회나무로13가길 16,202401~202501,갱신,-,0,285
5060,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,59.92,202401,9,10,000,150,3,1994,녹사평대로 254,202402~202602,신규,-,,
5061,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,월세,142.74,202401,10,5,000,330,12,1982,장문로 27,202402~202602,신규,-,,
5062,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,84.75,202401,12,70,000,0,3,1994,녹사평대로 254,202402~202602,신규,-,,
5063,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,59.92,202401,15,44,100,0,4,1994,녹사평대로 254,-,-,-,,
5064,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,월세,142.71,202401,15,4,000,350,9,1982,장문로 27,202402~202602,신규,-,,
5065,서울특별시 용산구 이태원동,669,669,0,용산동아파트,월세,44.76,202401,16,1,000,70,6,1969,녹사평대로 250-1,202403~202603,신규,-,,
5066,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,134.68,202401,17,75,000,0,2,1994,녹사평대로 254,202403~202603,신규,-,,
5067,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,104.66,202401,17,60,000,0,10,1982,장문로 27,202403~202603,신규,-,,
5068,서울특별시 용산구 이태원동,352,352,0,퍼시픽맨션골드,전세,158.61,202401,20,80,000,0,1,2003,녹사평대로42길 27,202403~202603,신규,-,,
5069,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,59.92,202401,20,3,000,190,5,1994,녹사평대로 254,202402~202602,신규,-,,
5070,서울특별시 용산구 이태원동,669,669,0,용산동아파트,전세,44.76,202401,20,17,600,0,5,1969,녹사평대로 250-1,202401~202601,갱신,-,16,800,0
5071,서울특별시 용산구 이태원동,669,669,0,용산동아파트,전세,44.76,202401,20,17,600,0,5,1969,녹사평대로 250-1,202401~202601,갱신,-,16,800,0
5072,서울특별시 용산구 이태원동,669,669,0,용산동아파트,전세,44.76,202401,22,16,500,0,5,1969,녹사평대로 250-1,202403~202603,신규,-,,
5073,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,59.92,202401,23,50,000,0,2,1994,녹사평대로 254,202402~202602,갱신,-,43,000,0
5074,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,142.71,202401,24,66,000,0,4,1982,장문로 27,202401~202601,갱신,-,58,000,0
5075,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,59.92,202401,29,3,000,170,5,1994,녹사평대로 254,202402~202602,신규,-,,
5076,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,59.92,202401,29,3,000,170,5,1994,녹사평대로 254,202402~202602,신규,-,,
5077,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,104.69,202401,29,63,000,0,8,1982,장문로 27,-,신규,-,,
5078,서울특별시 용산구 이태원동,669,669,0,용산동아파트,월세,44.76,202401,30,1,500,85,5,1969,녹사평대로 250-1,202402~202602,신규,-,,
5079,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,174.38,202401,30,90,000,0,10,1982,장문로 27,202401~202601,신규,-,,
5080,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,59.92,202401,31,27,000,80,3,1994,녹사평대로 254,202403~202603,신규,-,,
5081,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,월세,106.12,202401,31,7,000,220,7,1982,장문로 27,202403~202603,신규,-,,
5082,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,월세,174.38,202401,31,40,000,200,2,1982,장문로 27,202402~202602,신규,-,,
5083,서울특별시 용산구 이태원동,730,730,0,이태원(이테크빌),전세,84.48,202402,1,50,000,0,3,2002,이태원로20길 31,202402~202602,신규,-,,
5084,서울특별시 용산구 이태원동,669,669,0,용산동아파트,전세,51.27,202402,3,22,000,0,4,1969,녹사평대로 250-1,202404~202604,신규,-,,
5085,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,84.75,202402,6,60,000,0,4,1994,녹사평대로 254,202403~202603,갱신,-,54,500,0
5086,서울특별시 용산구 이태원동,728,728,0,주공1,전세,84.66,202402,7,50,500,0,5,1993,녹사평대로 286,202404~202604,신규,-,,
5087,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,59.92,202402,13,50,000,0,1,1994,녹사평대로 254,202403~202603,신규,-,,
5088,서울특별시 용산구 이태원동,730,730,0,이태원(이테크빌),전세,73.1,202402,15,60,000,0,5,2002,이태원로20길 31,202403~202603,신규,-,,
5089,서울특별시 용산구 이태원동,669,669,0,용산동아파트,전세,51.27,202402,16,20,500,0,5,1969,녹사평대로 250-1,202404~202604,신규,-,,
5090,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,104.69,202402,16,58,500,0,7,1982,장문로 27,202403~202603,신규,-,,
5091,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,59.92,202402,17,47,500,0,3,1994,녹사평대로 254,202403~202603,신규,-,,
5092,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,106.12,202402,17,56,000,0,9,1982,장문로 27,202403~202603,갱신,-,47,250,0
5093,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,178.18,202402,19,85,000,0,1,1982,장문로 27,202404~202604,신규,-,,
5094,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,월세,105.75,202402,20,0,290,4,1982,장문로 27,202404~202604,신규,-,,
5095,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,59.92,202402,21,50,000,0,4,1994,녹사평대로 254,202403~202603,신규,-,,
5096,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,59.92,202402,23,3,000,200,3,1994,녹사평대로 254,202404~202603,신규,-,,
5097,서울특별시 용산구 이태원동,728,728,0,주공1,전세,84.66,202402,23,41,500,0,5,1993,녹사평대로 286,202402~202602,갱신,-,41,500,0
5098,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,월세,146.22,202402,27,10,000,250,1,1982,장문로 27,202402~202602,신규,-,,
5099,서울특별시 용산구 이태원동,730,730,0,이태원(이테크빌),전세,83.74,202402,29,55,000,0,2,2002,이태원로20길 31,202404~202604,신규,-,,
5100,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,59.92,202403,1,50,000,0,5,1994,녹사평대로 254,202404~202604,신규,-,,
5101,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,174.38,202403,2,100,000,0,6,1982,장문로 27,202404~202604,신규,-,,
5102,서울특별시 용산구 이태원동,669,669,0,용산동아파트,월세,51.27,202403,3,500,77,3,1969,녹사평대로 250-1,202403~202603,갱신,-,500,75
5103,서울특별시 용산구 이태원동,669,669,0,용산동아파트,전세,44.76,202403,4,18,300,0,5,1969,녹사평대로 250-1,202404~202603,신규,-,,
5104,서울특별시 용산구 이태원동,728,728,0,주공1,전세,84.66,202403,5,65,000,0,1,1993,녹사평대로 286,202403~202603,신규,-,,
5105,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,142.71,202403,5,76,000,0,3,1982,장문로 27,202406~202702,신규,-,,
5106,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,104.66,202403,9,53,000,0,3,1982,장문로 27,202404~202604,갱신,-,45,000,0
5107,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,84.75,202403,13,4,000,280,5,1994,녹사평대로 254,202405~202605,신규,-,,
5108,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,월세,105.72,202403,14,45,000,6,10,1982,장문로 27,202403~202603,갱신,사용,45,000,0
5109,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,84.75,202403,15,20,000,165,4,1994,녹사평대로 254,202404~202604,신규,-,,
5110,서울특별시 용산구 이태원동,730,730,0,이태원(이테크빌),월세,49.92,202403,16,2,000,135,8,2002,이태원로20길 31,202404~202504,신규,-,,
5111,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,59.92,202403,17,10,000,140,1,1994,녹사평대로 254,202404~202604,갱신,-,10,000,80
5112,서울특별시 용산구 이태원동,124-1,124,1,준아트빌,전세,227.54,202403,19,140,000,0,12,2008,이태원로27나길 40,202406~202806,신규,-,,
5113,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,84.75,202403,20,70,000,0,5,1994,녹사평대로 254,202405~202605,신규,-,,
5114,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,146.22,202403,21,85,000,0,1,1982,장문로 27,202406~202606,신규,-,,
5115,서울특별시 용산구 이태원동,730,730,0,이태원(이테크빌),월세,58.7,202403,23,4,000,115,2,2002,이태원로20길 31,202405~202605,갱신,-,4,000,105
5116,서울특별시 용산구 이태원동,728,728,0,주공1,월세,84.66,202403,23,10,000,150,3,1993,녹사평대로 286,202404~202604,신규,-,,
5117,서울특별시 용산구 이태원동,728,728,0,주공1,월세,84.66,202403,23,10,000,150,3,1993,녹사평대로 286,202404~202604,신규,-,,
5118,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,142.71,202403,23,73,800,0,12,1982,장문로 27,202404~202504,갱신,-,58,800,0
5119,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,월세,142.71,202403,27,10,000,300,3,1982,장문로 27,202404~202604,신규,-,,
5120,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,84.75,202403,28,10,000,290,3,1994,녹사평대로 254,202405~202605,신규,-,,
5121,서울특별시 용산구 이태원동,728,728,0,주공1,월세,84.57,202403,28,25,000,100,4,1993,녹사평대로 286,202403~202603,갱신,-,20,000,100
5122,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,59.92,202403,29,50,000,0,4,1994,녹사평대로 254,202405~202605,신규,-,,
5123,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,142.71,202404,2,71,475,0,4,1982,장문로 27,202404~202604,갱신,-,62,475,0
5124,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,59.92,202404,4,3,000,175,3,1994,녹사평대로 254,202405~202605,신규,-,,
5125,서울특별시 용산구 이태원동,669,669,0,용산동아파트,월세,44.76,202404,4,1,000,100,7,1969,녹사평대로 250-1,202404~202604,신규,-,,
5126,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,134.68,202404,6,70,000,30,4,1994,녹사평대로 254,202405~202605,신규,-,,
5127,서울특별시 용산구 이태원동,729,729,0,남산대림,월세,59.92,202404,6,30,000,70,2,1994,녹사평대로 254,202406~202605,신규,-,,
5128,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,142.71,202404,8,90,000,0,6,1982,장문로 27,202404~202604,신규,-,,
5129,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,105.75,202404,11,70,000,0,8,1982,장문로 27,202404~202604,신규,-,,
5130,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,84.75,202404,12,80,000,0,3,1994,녹사평대로 254,202405~202605,신규,-,,
5131,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,84.75,202404,12,80,000,0,3,1994,녹사평대로 254,202405~202605,신규,-,,
5132,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,174.38,202404,15,76,500,0,2,1982,장문로 27,202404~202603,갱신,-,74,000,0
5133,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,142.74,202404,15,87,000,0,7,1982,장문로 27,202405~202605,신규,-,,
5134,서울특별시 용산구 이태원동,729,729,0,남산대림,전세,59.92,202404,17,54,000,0,1,1994,녹사평대로 254,202406~202606,신규,-,,
5135,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,105.72,202404,17,62,000,0,3,1982,장문로 27,202405~202605,신규,-,,
5136,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,월세,174.38,202404,19,3,000,275,11,1982,장문로 27,202405~202605,신규,-,,
5137,서울특별시 용산구 이태원동,669,669,0,용산동아파트,전세,44.76,202404,20,23,000,0,3,1969,녹사평대로 250-1,202405~202605,신규,-,,
5138,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,106.12,202404,23,65,000,0,10,1982,장문로 27,-,-,-,,
5139,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,142.68,202404,30,85,000,0,12,1982,장문로 27,202405~202504,갱신,-,105,000,0
5140,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,104.69,202405,2,52,500,0,10,1982,장문로 27,202405~202605,갱신,-,52,500,0
5141,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,142.71,202405,2,67,000,0,11,1982,장문로 27,202405~202605,신규,-,,
5142,서울특별시 용산구 이태원동,730,730,0,이태원(이테크빌),전세,76.48,202405,8,38,580,0,6,2002,이태원로20길 31,202405~202605,갱신,사용,36,750,0
5143,서울특별시 용산구 이태원동,728,728,0,주공1,월세,84.66,202405,10,30,000,160,5,1993,녹사평대로 286,202405~202605,신규,-,,
5144,서울특별시 용산구 이태원동,252-1,252,1,창덕아파트,전세,84.75,202405,13,44,342,0,5,1996,회나무로21길 7,202405~202605,갱신,-,43,050,0
5145,서울특별시 용산구 이태원동,728,728,0,주공1,전세,84.57,202405,15,65,000,0,5,1993,녹사평대로 286,-,-,-,,
5146,서울특별시 용산구 이태원동,728,728,0,주공1,전세,84.57,202405,15,65,000,0,5,1993,녹사평대로 286,202406~202606,신규,-,,
5147,서울특별시 용산구 이태원동,02월 22일,22,2,청화1,전세,174.38,202405,18,100,000,0,11,1982,장문로 27,202405~202605,신규,-,,
5148,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,49.9061,202305,24,63,000,0,15,2017,독서당로 46,202309~202509,신규,-,,
5149,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,49.9061,202305,24,63,000,0,15,2017,독서당로 46,-,신규,-,,
5150,서울특별시 용산구 한남동,802,802,0,리버탑,월세,84.77,202305,25,10,000,240,15,2001,독서당로6길 16,202306~202506,신규,-,,
5151,서울특별시 용산구 한남동,805,805,0,현대하이페리온,월세,197.22,202305,25,10,000,1,100,5,2002,서빙고로 413,202307~202507,신규,-,,
5152,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,47.8105,202305,26,30,000,150,8,2017,독서당로 46,202307~202507,신규,-,,
5153,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,전세,63.82,202305,26,65,000,0,15,2004,한남대로 60,202305~202505,신규,-,,
5154,서울특별시 용산구 한남동,1-349,1,349,시범,전세,59.5,202305,26,20,000,0,5,1970,독서당로34길 22,202306~202506,신규,-,,
5155,서울특별시 용산구 한남동,805,805,0,현대하이페리온,전세,197.22,202305,26,190,000,0,5,2002,서빙고로 413,202307~202507,신규,-,,
5156,서울특별시 용산구 한남동,809,809,0,대성이태리하우스,월세,84.89,202305,29,10,000,350,5,2006,한남대로27길 42,202308~202508,신규,-,,
5157,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,233.062,202305,30,20,000,2,500,4,2011,독서당로 111,202306~202506,신규,-,,
5158,서울특별시 용산구 한남동,04월 29일,29,4,한성1,전세,60.43,202305,31,20,000,0,2,1974,독서당로 73-4,202306~202506,신규,-,,
5159,서울특별시 용산구 한남동,263-10,263,10,성아1,월세,91.11,202306,1,20,000,50,7,1970,독서당로 73,202307~202507,신규,-,,
5160,서울특별시 용산구 한남동,263-10,263,10,성아1,월세,91.11,202306,1,20,000,50,7,1970,독서당로 73,202307~202507,신규,-,,
5161,서울특별시 용산구 한남동,1-349,1,349,시범,월세,59.5,202306,2,2,000,80,4,1970,독서당로34길 22,202307~202507,신규,-,,
5162,서울특별시 용산구 한남동,827,827,0,한남해피트리,월세,66.11,202306,3,10,000,300,4,2016,한남대로27길 60,202306~202506,신규,-,,
5163,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,59.686,202306,5,130,000,40,6,2011,독서당로 111,-,-,-,,
5164,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,59.686,202306,5,130,000,40,6,2011,독서당로 111,202307~202507,갱신,-,115,500,0
5165,서울특별시 용산구 한남동,829,829,0,나인원한남,전세,206.8953,202306,5,600,000,0,3,2019,한남대로 91,202311~202511,신규,-,,
5166,서울특별시 용산구 한남동,829,829,0,나인원한남,전세,206.8953,202306,5,600,000,0,3,2019,한남대로 91,202311~202511,신규,-,,
5167,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,59.686,202306,7,5,000,497,5,2011,독서당로 111,202307~202507,갱신,-,5,000,473
5168,서울특별시 용산구 한남동,810,810,0,한남더힐,전세,59.686,202306,8,121,275,0,1,2011,독서당로 111,202306~202506,갱신,-,115,500,0
5169,서울특별시 용산구 한남동,263-10,263,10,성아1,월세,118.65,202306,9,27,000,110,7,1970,독서당로 73,202306~202506,신규,-,,
5170,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,전세,130.445,202306,11,110,000,0,12,2003,장문로 141,202306~202506,갱신,사용,130,000,0
5171,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,37.53,202306,12,2,000,170,13,2004,한남대로 60,202306~202506,신규,-,,
5172,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.087,202306,13,3,000,270,6,2017,독서당로 46,202307~202507,신규,-,,
5173,서울특별시 용산구 한남동,522-1,522,1,한남동동원베네스트,전세,81.83,202306,14,60,000,0,6,2010,독서당로 22,202309~202509,신규,-,,
5174,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.6971,202306,14,30,000,150,5,2017,독서당로 46,202306~202506,신규,-,,
5175,서울특별시 용산구 한남동,04월 29일,29,4,한성1,월세,61.36,202306,14,2,000,90,2,1974,독서당로 73-4,-,-,-,,
5176,서울특별시 용산구 한남동,522-1,522,1,한남동동원베네스트,전세,102.59,202306,15,80,000,0,8,2010,독서당로 22,202307~202507,신규,-,,
5177,서울특별시 용산구 한남동,810,810,0,한남더힐,전세,59.686,202306,17,130,000,0,4,2011,독서당로 111,202306~202506,신규,-,,
5178,서울특별시 용산구 한남동,644-2,644,2,태성1,전세,59.95,202306,17,22,050,0,3,1975,대사관로24길 8,-,-,-,,
5179,서울특별시 용산구 한남동,644-2,644,2,태성1,전세,59.95,202306,17,22,050,0,3,1975,대사관로24길 8,202308~202508,갱신,-,21,000,0
5180,서울특별시 용산구 한남동,04월 29일,29,4,한성1,전세,62.48,202306,17,26,000,0,3,1974,독서당로 73-4,202307~202507,신규,-,,
5181,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,59.686,202306,19,10,000,707,6,2011,독서당로 111,202308~202508,갱신,사용,10,000,680
5182,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,240.23,202306,19,200,000,2,500,-1,2011,독서당로 111,202308~202508,신규,-,,
5183,서울특별시 용산구 한남동,825,825,0,한남파라곤,월세,82.624,202306,19,10,000,430,2,2011,한남대로27길 52,202307~202507,신규,-,,
5184,서울특별시 용산구 한남동,825,825,0,한남파라곤,월세,82.624,202306,19,10,000,430,2,2011,한남대로27길 52,202307~202507,신규,-,,
5185,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,37.53,202306,20,20,000,100,11,2004,한남대로 60,202306~202506,신규,-,,
5186,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,월세,130.898,202306,20,10,000,340,6,2003,장문로 141,202307~202507,갱신,사용,20,000,280
5187,서울특별시 용산구 한남동,802,802,0,리버탑,전세,59.57,202306,20,37,000,0,1,2001,독서당로6길 16,202307~202507,신규,-,,
5188,서울특별시 용산구 한남동,825,825,0,한남파라곤,월세,116.0224,202306,21,80,000,130,1,2011,한남대로27길 52,202309~202509,신규,-,,
5189,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,49.9061,202306,21,60,000,0,17,2017,독서당로 46,202307~202507,신규,-,,
5190,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,48.4109,202306,22,50,000,0,11,2017,독서당로 46,202307~202507,신규,-,,
5191,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.5507,202306,22,3,000,243,11,2017,독서당로 46,202307~202308,신규,-,,
5192,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.5507,202306,22,3,000,256,11,2017,독서당로 46,202309~202408,갱신,-,3,000,243
5193,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,46.2439,202306,23,3,000,230,11,2017,독서당로 46,202307~202407,신규,-,,
5194,서울특별시 용산구 한남동,04월 18일,4,18,아울스스퀘어,전세,198.27,202306,23,185,000,0,5,2004,독서당로 123,202308~202508,신규,-,,
5195,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.6971,202306,24,5,000,300,17,2017,독서당로 46,202307~202507,신규,-,,
5196,서울특별시 용산구 한남동,808,808,0,대림아르빌,월세,84.64,202306,24,70,000,20,7,2005,대사관로11길 21,202308~202508,신규,-,,
5197,서울특별시 용산구 한남동,802,802,0,리버탑,월세,59.57,202306,24,39,900,9,4,2001,독서당로6길 16,202306~202506,갱신,-,39,900,0
5198,서울특별시 용산구 한남동,522-1,522,1,한남동동원베네스트,월세,81.83,202306,25,10,000,250,7,2010,독서당로 22,202308~202508,신규,-,,
5199,서울특별시 용산구 한남동,829,829,0,나인원한남,월세,206.8953,202306,26,300,000,1,700,5,2019,한남대로 91,-,-,-,,
5200,서울특별시 용산구 한남동,827,827,0,한남해피트리,전세,66.11,202306,27,80,000,0,5,2016,한남대로27길 60,202308~202508,신규,-,,
5201,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,49.5507,202306,27,52,500,0,7,2017,독서당로 46,202308~202508,신규,-,,
5202,서울특별시 용산구 한남동,10월 26일,26,10,트윈빌비동,전세,179.55,202306,28,165,000,0,6,2008,유엔빌리지길 289,202306~202506,갱신,-,160,000,0
5203,서울특별시 용산구 한남동,810,810,0,한남더힐,월세,59.686,202306,29,40,000,600,10,2011,독서당로 111,202307~202407,신규,-,,
5204,서울특별시 용산구 한남동,04월 29일,29,4,한성1,월세,61.36,202306,29,2,000,90,2,1974,독서당로 73-4,-,-,-,,
5205,서울특별시 용산구 한남동,04월 29일,29,4,한성1,월세,61.36,202306,29,2,000,90,2,1974,독서당로 73-4,202307~202507,신규,-,,
5206,서울특별시 용산구 한남동,522-1,522,1,한남동동원베네스트,월세,59.98,202307,1,29,000,90,3,2010,독서당로 22,202307~202507,갱신,-,27,000,70
5207,서울특별시 용산구 한남동,808,808,0,대림아르빌,전세,151.85,202307,1,110,000,0,1,2005,대사관로11길 21,202308~202508,신규,-,,
5208,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,46.2439,202307,3,50,000,0,8,2017,독서당로 46,202307~202507,신규,-,,
5209,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,48.7897,202307,3,3,000,232,8,2017,독서당로 46,202308~202310,신규,-,,
5210,서울특별시 용산구 한남동,829,829,0,나인원한남,월세,273.4125,202307,3,200,000,4,100,1,2019,한남대로 91,202309~202509,신규,-,,
5211,서울특별시 용산구 한남동,04월 29일,29,4,한성1,전세,32.73,202307,3,15,000,0,5,1974,독서당로 73-4,-,-,-,,
5212,서울특별시 용산구 한남동,825,825,0,한남파라곤,전세,116.0224,202307,4,120,000,0,6,2011,한남대로27길 52,202308~202508,신규,-,,
5213,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,전세,49.087,202307,4,57,000,0,10,2017,독서당로 46,202308~202508,신규,-,,
5214,서울특별시 용산구 한남동,829,829,0,나인원한남,전세,244.3478,202307,4,661,500,0,3,2019,한남대로 91,202307~202507,갱신,사용,630,000,0
5215,서울특별시 용산구 한남동,810,810,0,한남더힐,전세,208.478,202307,5,365,000,0,5,2011,독서당로 111,202307~202507,갱신,사용,350,000,0
5216,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,74.02,202307,5,3,000,300,15,2004,한남대로 60,202307~202507,신규,-,,
5217,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,72.24,202307,6,64,300,75,5,2004,한남대로 60,202308~202508,갱신,-,54,300,75
5218,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,월세,130.898,202307,6,60,000,200,8,2003,장문로 141,202308~202508,-,-,,
5219,서울특별시 용산구 한남동,807,807,0,한남힐스테이트,전세,130.898,202307,6,60,000,0,8,2003,장문로 141,-,-,-,,
5220,서울특별시 용산구 한남동,810,810,0,한남더힐,전세,59.7,202307,7,145,000,0,3,2011,독서당로 111,202310~202510,신규,-,,
5221,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,32.21,202307,7,1,000,144,11,2004,한남대로 60,202307~202407,신규,-,,
5222,서울특별시 용산구 한남동,Mar-96,96,3,신성미소시티,전세,139.96,202307,8,75,000,0,5,2006,독서당로 39,202308~202508,신규,-,,
5223,서울특별시 용산구 한남동,802,802,0,리버탑,전세,84.77,202307,8,69,000,0,10,2001,독서당로6길 16,202311~202511,신규,-,,
5224,서울특별시 용산구 한남동,810,810,0,한남더힐,전세,59.686,202307,10,90,000,0,6,2011,독서당로 111,202307~202507,신규,-,,
5225,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.6971,202307,10,27,000,200,14,2017,독서당로 46,-,신규,-,,
5226,서울특별시 용산구 한남동,828,828,0,한남아이파크애비뉴,월세,49.9061,202307,10,5,000,300,13,2017,독서당로 46,202308~202408,신규,-,,
5227,서울특별시 용산구 한남동,Jan-72,72,1,한남동리첸시아,월세,72.06,202307,10,3,000,243,13,2004,한남대로 60,202308~202507,신규,-,,
